"","zipcode","date","hour_of_day","policy_active","traffic_index","cars_requested","cars_available","mean_price","std_price","zipcode_type","major_city","post_office_city","common_city_list","county","state","lat","lng","timezone","radius_in_miles","area_code_list","population","population_density","land_area_in_sqmi","water_area_in_sqmi","housing_units","occupied_housing_units","median_home_value","median_household_income","bounds_west","bounds_east","bounds_north","bounds_south"
"5408","91616",2023-08-05,9,1,77.0867410322277,19,31,53.0179783169652,3.5489823133602,"PO Box","North Hollywood",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5409","91396",2023-12-03,23,1,33.8592293106589,24,24,60.0652705627076,4.56819950062579,"PO Box","Winnetka",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5410","95559",2023-03-19,16,0,26.5647262103159,25,28,72.4129753164937,5.59567637767229,"PO Box","Phillipsville","Phillipsville, CA",<raw>,"Humboldt County","CA",40.21,-123.788,"Pacific",0.170454545454545,<raw>,182,10,18.05,0.04,110,98,NA,23059,-123.817367,-123.70245,40.232544,40.14406
"5411","91328",2023-01-02,19,0,30.9487461977341,26,26,58.3976286675124,2.52456492663315,"PO Box","Northridge",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5412","93943",2023-10-18,12,1,54.6071148901263,22,30,52.5722118566149,7.13845039398043,"Standard","Monterey","Monterey, CA",<raw>,"Monterey County","CA",36.597,-121.875,"Pacific",0.284090909090909,<raw>,6,35,0.17,0,5,3,NA,NA,-121.87888,-121.867327,36.600058,36.593689
"5413","93660",2023-01-15,0,1,48.5778665508849,15,30,56.4411708975685,5.80079738638946,"Standard","San Joaquin","San Joaquin, CA",<raw>,"Fresno County","CA",36.6,-120.2,"Pacific",8,<raw>,4675,58,81.22,0.52,1130,1058,113800,26978,-120.343242,-120.04343,36.676199,36.487814
"5414","93040",2023-06-20,23,1,43.3653211443293,29,29,54.9749116404204,5.1080076024811,"PO Box","Piru","Piru, CA",<raw>,"Ventura County","CA",34.414,-118.794,"Pacific",0.113636363636364,<raw>,2031,29,70.59,1.95,575,522,200000,45486,-118.876646,-118.699613,34.563516,34.398335
"5415","90303",2023-02-09,4,1,72.5582662118276,23,23,49.6490227606431,3.00627637854581,"Standard","Inglewood","Inglewood, CA",<raw>,"Los Angeles County","CA",33.93,-118.33,"Pacific",0.965909090909091,<raw>,26176,11799,2.22,0.02,7646,7290,330500,41622,-118.347454,-118.317686,33.954322,33.923701
"5416","93382",2023-07-14,3,1,60.9046596672192,11,37,58.469274233163,9.52040990524628,"Standard","Bakersfield",NA,<raw>,"Kern County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5417","92280",2023-08-16,19,1,41.5023784045194,17,25,38.1953118536086,5.51402130502458,"Standard","Vidal","Vidal, CA",<raw>,"San Bernardino County","CA",34.4,-114.8,"Pacific",35,<raw>,14,0,166.09,0,17,11,NA,NA,-115.111325,-114.47408,34.22118,34.076881
"5418","92007",2023-08-24,16,1,54.4986365815039,15,23,51.7373644500674,6.27752174241703,"Standard","Cardiff By The Sea","Cardiff By The Sea, CA",<raw>,"San Diego County","CA",33.02,-117.28,"Pacific",2,<raw>,10429,4267,2.44,0.45,4765,4448,743200,99412,-117.292311,-117.25385,33.036295,33.001636
"5419","91209",2023-02-08,7,0,54.1258388443503,19,23,51.0502067992675,4.30215588224437,"PO Box","Glendale",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5420","92019",2023-03-19,17,1,42.8193308278345,18,39,59.9266546238964,9.25774056491329,"Standard","El Cajon","El Cajon, CA",<raw>,"San Diego County","CA",32.78,-116.87,"Pacific",5,<raw>,42598,1587,26.85,0.9,15838,15137,405000,72206,-116.951531,-116.788748,32.827519,32.723531
"5421","91016",2023-05-23,13,1,59.270206230415,30,31,63.6625196676501,2.97091081067357,"Standard","Monrovia","Monrovia, CA",<raw>,"Los Angeles County","CA",34.15,-117.98,"Pacific",3,<raw>,40598,4784,8.49,0.09,15781,15029,491100,71733,-118.021906,-117.975378,34.179722,34.102902
"5422","95689",2023-08-29,20,1,61.4166387321777,19,33,44.6978705715449,5.74882901734617,"Standard","Volcano","Volcano, CA",<raw>,"Amador County","CA",38.5,-120.5,"Pacific",12,<raw>,1244,45,27.77,0,793,589,335400,78352,-120.706253,-120.440136,38.528828,38.43123
"5423","90082",2023-02-07,16,1,63.5384069035601,18,39,47.327060518113,3.66549042709146,"PO Box","Los Angeles",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5424","90055",2023-01-06,16,0,35.9462558784079,27,32,56.9907258130037,6.46830739600193,"PO Box","Los Angeles",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5425","92410",2023-11-13,6,1,55.171998318598,9,30,37.4966224134479,1.37976716784274,"Standard","San Bernardino","San Bernardino, CA",<raw>,"San Bernardino County","CA",34.1,-117.29,"Pacific",4,<raw>,49410,6011,8.22,0.02,14224,12838,81300,27324,-117.352044,-117.232707,34.123222,34.07989
"5426","92317",2023-03-26,19,0,21.6321367668673,21,33,35.594501341196,5.06979797491416,"PO Box","Blue Jay",NA,<raw>,"San Bernardino County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5427","92108",2023-12-29,4,0,54.0342675154693,27,42,40.1565041861963,7.08328141396815,"Standard","San Diego","San Diego, CA",<raw>,"San Diego County","CA",32.77,-117.15,"Pacific",4,<raw>,18858,4402,4.28,0.12,11601,10463,285000,63098,-117.19789,-117.100321,32.790434,32.75765
"5428","93483",2023-09-17,23,0,61.127109321885,19,43,70.2894703890487,3.49985919838976,"PO Box","Grover Beach",NA,<raw>,"San Luis Obispo County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5429","93905",2023-08-18,10,1,44.5536490425621,28,33,48.2121641375905,4.99811295941878,"Standard","Salinas","Salinas, CA",<raw>,"Monterey County","CA",36.68,-121.62,"Pacific",2,<raw>,61087,6564,9.31,0.04,13157,12564,203400,41607,-121.648425,-121.569612,36.719528,36.64305
"5430","95230",2023-02-22,8,1,49.7999770566417,25,35,33.1257313344625,4.60557726202498,"Standard","Farmington","Farmington, CA",<raw>,"San Joaquin County","CA",38,-120.8,"Pacific",13,<raw>,718,6,113.65,6.7,300,255,298400,45769,-121.046312,-120.690846,38.077421,37.852406
"5431","92859",2023-12-09,6,1,26.6184775278014,20,33,40.3272331353683,7.2981611713527,"PO Box","Orange",NA,<raw>,"Orange County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5432","95488",2023-05-03,16,1,15.0849737155248,17,23,51.0861829232435,5.19096582455486,"Standard","Westport","Westport, CA",<raw>,"Mendocino County","CA",39.7,-123.7,"Pacific",13,<raw>,280,3,88.72,3.62,219,128,373100,53333,-123.851714,-123.657073,39.854107,39.543081
"5433","92230",2023-01-22,17,0,66.247893224592,20,28,33.3101493767167,1.96066472581284,"Standard","Cabazon","Cabazon, CA",<raw>,"Riverside County","CA",33.9,-116.7,"Pacific",7,<raw>,2550,168,15.15,0.15,938,797,62800,33333,-116.824565,-116.719678,33.935736,33.878711
"5434","92139",2023-11-14,3,0,60.855488014603,16,38,60.28715694604,5.6930260856196,"Standard","San Diego","San Diego, CA",<raw>,"San Diego County","CA",32.68,-117.05,"Pacific",2,<raw>,35125,9686,3.63,0,10629,10216,273400,58079,-117.072835,-117.02134,32.697862,32.661781
"5435","93313",2023-01-15,6,1,29.3723296467598,17,39,39.6785538771137,5.04757354532567,"Standard","Bakersfield","Bakersfield, CA",<raw>,"Kern County","CA",35.1,-119,"Pacific",15,<raw>,43553,437,99.67,0,12990,12110,167600,61226,-119.133048,-118.958054,35.318242,35.020678
"5436","93962",2023-05-31,9,1,59.248938362885,19,22,34.4629235589645,4.68916721095671,"PO Box","Spreckels","Spreckels, CA",<raw>,"Monterey County","CA",36.6,-121.6,"Pacific",17,<raw>,673,5509,0.12,0,246,229,533200,81500,-121.650927,-121.642029,36.627767,36.62143
"5437","93549",2023-04-28,22,0,40.8657501919603,19,29,44.4430763736658,4.60455666535838,"PO Box","Olancha","Olancha, CA",<raw>,"Inyo County","CA",36.27,-118.01,"Pacific",0.852272727272727,<raw>,344,1,335.48,3.77,217,152,88900,44261,-118.127608,-117.731906,36.363286,35.95398
"5438","93108",2023-12-26,10,1,46.4560095806509,20,34,60.7894028750872,4.43259354748602,"Standard","Santa Barbara","Santa Barbara, CA",<raw>,"Santa Barbara County","CA",34.5,-119.6,"Pacific",8,<raw>,11112,524,21.2,0.11,5398,4443,1000001,119539,-119.689296,-119.559377,34.487126,34.414578
"5439","95837",2023-05-07,9,1,62.563080294015,23,29,60.3428428565909,2.38484931776297,"Standard","Sacramento","Sacramento, CA",<raw>,"Sacramento County","CA",38.7,-121.59,"Pacific",5,<raw>,315,17,18.05,0.42,144,131,336700,42500,-121.634158,-121.540434,38.779781,38.642405
"5440","93406",2023-02-23,2,1,67.9652322685905,22,29,53.8935508651242,5.15369240196357,"PO Box","San Luis Obispo",NA,<raw>,"San Luis Obispo County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5441","90073",2023-05-31,4,1,62.551461785654,19,35,45.8838773197181,3.11660584944454,"PO Box","Los Angeles","Los Angeles, CA",<raw>,"Los Angeles County","CA",34.059,-118.451,"Pacific",0.284090909090909,<raw>,539,1591,0.34,0,4,4,NA,NA,-118.468257,-118.448567,34.062588,34.048365
"5442","95585",2023-09-08,10,1,63.4882384671877,19,27,46.525348908002,3.82774947718258,"Standard","Leggett","Leggett, CA",<raw>,"Mendocino County","CA",39.87,-123.7,"Pacific",5,<raw>,508,9,54.51,0,300,230,461900,27083,-123.767332,-123.539961,39.95678,39.75409
"5443","90510",2023-03-07,20,0,38.930860918064,21,25,63.3999392515638,6.61339804003079,"PO Box","Torrance",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5444","93109",2023-05-04,9,1,62.8540886073277,21,27,51.8052127709178,6.99545026758881,"Standard","Santa Barbara","Santa Barbara, CA",<raw>,"Santa Barbara County","CA",34.41,-119.72,"Pacific",2,<raw>,10858,3210,3.38,0.39,4888,4576,911700,88750,-119.756168,-119.684736,34.422469,34.394719
"5445","95955",2023-12-19,21,0,85.8540508986897,16,32,58.3146819316242,5.63211314853041,"PO Box","Maxwell","Maxwell, CA",<raw>,"Colusa County","CA",39.31,-122.17,"Pacific",7,<raw>,1517,12,123,0.03,608,532,156500,43977,-122.396594,-122.07867,39.414593,39.217913
"5446","91199",2023-04-13,21,1,60.3740647314786,29,30,52.7572724534977,5.98603826188557,"Unique","Pasadena",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5447","90222",2023-12-27,3,0,22.2048000568669,19,25,63.4208683777517,5.65679303617477,"Standard","Compton","Compton, CA",<raw>,"Los Angeles County","CA",33.91,-118.24,"Pacific",1,<raw>,31869,12465,2.56,0.03,8026,7520,228400,40707,-118.259672,-118.215523,33.924628,33.902526
"5448","90075",2023-07-14,8,0,45.5734780828689,17,37,47.942277176155,4.04670859419553,"PO Box","Los Angeles",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5449","95957",2023-09-08,4,0,50.7592731113632,20,37,43.1141666661829,8.25219820044851,"Standard","Meridian","Meridian, CA",<raw>,"Sutter County","CA",39.1,-121.8,"Pacific",12,<raw>,761,11,69.86,0.63,336,294,228300,56875,-121.945509,-121.699713,39.200216,38.938455
"5450","93272",2023-05-21,11,1,61.4325566530662,14,27,53.2248041915811,1.60588521070161,"Standard","Tipton","Tipton, CA",<raw>,"Tulare County","CA",36,-119.4,"Pacific",11,<raw>,3583,43,83.76,0.01,979,912,130700,37448,-119.503626,-119.196709,36.10442,36.007404
"5451","94801",2023-01-30,11,1,49.7674905332596,24,34,39.0537642458964,8.08653068698683,"Standard","Richmond","Richmond, CA",<raw>,"Contra Costa County","CA",37.95,-122.36,"Pacific",5,<raw>,29395,2606,11.28,6.36,10221,9034,166100,40030,-122.435855,-122.330116,38.017366,37.891137
"5452","94085",2023-11-04,20,1,29.6440945953595,26,32,43.2920606748442,2.85984053886596,"Standard","Sunnyvale","Sunnyvale, CA",<raw>,"Santa Clara County","CA",37.39,-122.02,"Pacific",2,<raw>,21247,6088,3.49,0,8076,7674,503100,91808,-122.05014,-121.986947,37.40293,37.37645
"5453","91205",2023-08-16,21,0,28.8384426137121,21,28,46.3549886891643,7.61337002017422,"Standard","Glendale","Glendale, CA",<raw>,"Los Angeles County","CA",34.13,-118.24,"Pacific",1,<raw>,37810,19995,1.89,0,14899,14089,458300,36906,-118.254946,-118.227751,34.147631,34.124013
"5454","95632",2023-04-25,15,1,49.5443892850321,15,34,47.0190231004706,3.71822690753204,"Standard","Galt","Galt, CA",<raw>,"Sacramento County","CA",38.3,-121.3,"Pacific",17,<raw>,29269,264,110.84,0.5,9633,9070,212000,59731,-121.447774,-121.016369,38.35772,38.218119
"5455","95441",2023-12-07,9,0,64.8943492257085,28,28,53.7137866780317,4.97850285974553,"Standard","Geyserville","Geyserville, CA",<raw>,"Sonoma County","CA",38.7,-123.1,"Pacific",20,<raw>,2014,20,101.91,1.82,847,691,613900,60357,-123.112367,-122.742282,38.830239,38.653673
"5456","93703",2023-03-11,19,0,33.2671120723496,18,36,43.634989828247,2.61677256109166,"Standard","Fresno","Fresno, CA",<raw>,"Fresno County","CA",36.77,-119.76,"Pacific",3,<raw>,31868,6741,4.73,0,10249,9442,113700,28663,-119.792804,-119.731687,36.779679,36.75724
"5457","93002",2023-06-20,0,0,56.4628094216797,23,23,52.2718565408297,4.07890059672371,"PO Box","Ventura",NA,<raw>,"Ventura County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5458","94289",2023-12-22,13,1,73.5894253169353,16,21,49.7326832554875,4.45745732489094,"PO Box","Sacramento",NA,<raw>,"Sacramento County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5459","92165",2023-03-06,18,1,31.1844191400425,21,26,39.7438187789847,4.36672187093267,"PO Box","San Diego",NA,<raw>,"San Diego County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5460","90009",2023-01-30,11,1,60.2401742157421,26,35,49.7365127939879,4.90999909431441,"PO Box","Los Angeles",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5461","92590",2023-12-20,18,1,45.385900091891,18,30,39.2105375133216,3.61563748913127,"Standard","Temecula","Temecula, CA",<raw>,"Riverside County","CA",33.49,-117.23,"Pacific",7,<raw>,3660,68,53.45,0.03,1464,1325,724800,42516,-117.322403,-117.136539,33.546315,33.431928
"5462","91714",2023-10-26,2,1,52.8770902345678,20,33,59.9060499030172,3.2417250402698,"PO Box","City Of Industry",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5463","95461",2023-07-04,14,0,81.5846934848017,20,30,39.6746362565296,6.10980768788673,"Standard","Middletown","Middletown, CA",<raw>,"Lake County","CA",38.8,-122.6,"Pacific",13,<raw>,3413,27,125.22,0.71,1886,1414,287200,57726,-122.755619,-122.415789,38.896698,38.667506
"5464","91735",2023-05-18,14,0,65.0485664051792,22,26,58.0336654924778,4.58630180809191,"Unique","El Monte",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5465","93212",2023-03-15,0,1,49.123022545691,18,32,33.8252404521004,3.86646571224541,"Standard","Corcoran","Corcoran, CA",<raw>,"Kings County","CA",36,-119.5,"Pacific",10,<raw>,26079,246,106.08,0,4355,3974,124700,33756,-119.644355,-119.375459,36.188553,35.920192
"5466","95153",2023-01-27,0,0,49.2496959339709,20,38,52.7131179393572,2.02264257230887,"PO Box","San Jose",NA,<raw>,"Santa Clara County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5467","90834",2023-05-22,22,0,65.4229068733557,16,31,56.1946710372565,5.58473686148056,"Standard","Long Beach",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5468","95019",2023-03-11,15,0,73.4198989666164,25,25,50.2993527789206,7.55908472561264,"Standard","Freedom","Freedom, CA",<raw>,"Santa Cruz County","CA",36.94,-121.78,"Pacific",0.795454545454545,<raw>,7727,6364,1.21,0,2061,1993,273700,36791,-121.79972,-121.766026,36.944957,36.924449
"5469","95536",2023-07-04,18,1,47.2285906197816,17,45,45.2287327784963,3.38309979011391,"Standard","Ferndale","Ferndale, CA",<raw>,"Humboldt County","CA",40.5,-124.3,"Pacific",16,<raw>,2849,19,147.19,1.24,1397,1217,358600,45188,-124.409591,-124.151126,40.642357,40.41961
"5470","92545",2023-03-22,23,1,52.4429653494353,15,22,47.7430503847846,5.01105451587677,"Standard","Hemet","Hemet, CA",<raw>,"Riverside County","CA",33.74,-117.04,"Pacific",5,<raw>,39457,1228,32.13,0,17984,15291,144200,38770,-117.134941,-116.971239,33.787567,33.677251
"5471","91710",2023-10-28,20,1,83.2777414963073,22,34,49.320188271207,4.96330739646087,"Standard","Chino","Chino, CA",<raw>,"San Bernardino County","CA",34.01,-117.7,"Pacific",3,<raw>,80358,3736,21.51,0,23009,21952,331700,70768,-117.745378,-117.610482,34.048077,33.953359
"5472","95443",2023-02-10,22,1,65.1006531722756,24,30,59.2488156555568,6.0965839233461,"Standard","Glenhaven","Glenhaven, CA",<raw>,"Lake County","CA",39.04,-122.74,"Pacific",0.965909090909091,<raw>,233,56,4.19,0.01,222,126,NA,31848,-122.763565,-122.719174,39.068526,39.02285
"5473","93020",2023-05-30,22,1,62.7946479800393,17,27,75.0231653709585,7.19024300910211,"PO Box","Moorpark",NA,<raw>,"Ventura County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5474","92563",2023-02-16,20,0,39.0322905782958,18,34,36.1010466077281,4.73603012328484,"Standard","Murrieta","Murrieta, CA",<raw>,"Riverside County","CA",33.59,-117.13,"Pacific",5,<raw>,53892,2650,20.34,0.01,17192,15914,269700,78880,-117.180782,-117.100138,33.627049,33.536523
"5475","92150",2023-03-05,0,0,50.0360503838956,22,26,40.8964583409083,5.70143900745437,"PO Box","San Diego",NA,<raw>,"San Diego County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5476","91912",2023-09-26,15,1,63.0591794204017,26,29,41.5091464731424,4.3326321557238,"PO Box","Chula Vista",NA,<raw>,"San Diego County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5477","94591",2023-03-14,23,1,55.6538804820247,20,20,57.8701653572369,5.22512397924849,"Standard","Vallejo","Vallejo, CA",<raw>,"Solano County","CA",38.12,-122.2,"Pacific",5,<raw>,53042,2458,21.58,0.73,19644,18348,257900,73509,-122.233264,-122.151815,38.191424,38.056533
"5478","95689",2023-05-07,22,0,52.5900475173333,21,28,41.956698630112,8.99830615468377,"Standard","Volcano","Volcano, CA",<raw>,"Amador County","CA",38.5,-120.5,"Pacific",12,<raw>,1244,45,27.77,0,793,589,335400,78352,-120.706253,-120.440136,38.528828,38.43123
"5479","95624",2023-11-15,14,0,52.2132803099412,27,35,64.4100761845963,4.50248087679275,"Standard","Elk Grove","Elk Grove, CA",<raw>,"Sacramento County","CA",38.4,-121.3,"Pacific",7,<raw>,61989,1409,43.98,0.04,19978,18974,261900,77652,-121.41065,-121.19525,38.506085,38.357622
"5480","95306",2023-01-02,23,0,48.3582982295012,19,30,54.9005558467209,4.61160473321822,"Standard","Catheys Valley","Catheys Valley, CA",<raw>,"Mariposa County","CA",37.4,-120.1,"Pacific",11,<raw>,970,7,136.79,1.32,466,385,272000,57679,-120.278451,-119.996192,37.497929,37.260523
"5481","92780",2023-08-02,17,1,53.8854052879131,20,33,56.1578268393389,6.58971303497522,"Standard","Tustin","Tustin, CA",<raw>,"Orange County","CA",33.74,-117.82,"Pacific",3,<raw>,57741,8258,6.99,0,19516,18508,456900,64680,-117.843942,-117.79761,33.773261,33.701257
"5482","92061",2023-07-04,17,0,23.2905799424613,28,31,58.3308206948861,1.62684550831023,"Standard","Pauma Valley","Pauma Valley, CA",<raw>,"San Diego County","CA",33.3,-116.9,"Pacific",7,<raw>,2499,63,39.71,0,1097,891,356100,53167,-117.030391,-116.814744,33.361872,33.24873
"5483","91943",2023-02-17,18,1,44.3506233054128,15,36,69.6904342152059,6.75416640279948,"PO Box","La Mesa",NA,<raw>,"San Diego County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5484","90398",2023-01-08,22,0,58.8529650034889,18,29,46.0349358219718,7.20594102235934,"Unique","Inglewood",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5485","91761",2023-05-21,10,1,61.2606982145736,23,23,56.3193117836806,6.09580792140633,"Standard","Ontario","Ontario, CA",<raw>,"San Bernardino County","CA",34.03,-117.59,"Pacific",4,<raw>,56913,1951,29.17,0.01,16038,15368,269500,60971,-117.654503,-117.524085,34.067736,33.983079
"5486","91017",2023-06-07,3,1,37.0896310754963,19,29,49.8696480899848,5.00973009312842,"PO Box","Monrovia",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5487","92021",2023-04-20,20,1,48.0302117004202,19,34,42.4087633544762,1.4206334961423,"Standard","El Cajon","El Cajon, CA",<raw>,"San Diego County","CA",32.84,-116.88,"Pacific",6,<raw>,65068,2181,29.83,0.22,23881,22649,299000,49521,-116.96244,-116.792984,32.888119,32.782354
"5488","91017",2023-02-06,22,0,42.8775372113493,16,24,44.1624428163483,3.55070878088498,"PO Box","Monrovia",NA,<raw>,"Los Angeles County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5489","92877",2023-08-01,0,1,70.0850152082141,20,27,30.9246599720226,5.19966286504111,"PO Box","Corona",NA,<raw>,"Riverside County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5490","96097",2023-06-10,19,0,28.69835127217,16,25,46.776205760593,4.4055335081127,"Standard","Yreka","Yreka, CA",<raw>,"Siskiyou County","CA",41.8,-122.7,"Pacific",20,<raw>,10031,53,190.72,0.4,4815,4415,191600,29443,-122.839176,-122.535227,41.935351,41.541287
"5491","92536",2023-03-02,1,1,40.5416076172535,27,27,31.4047192871135,5.11443558780518,"Standard","Aguanga","Aguanga, CA",<raw>,"Riverside County","CA",33.5,-116.8,"Pacific",11,<raw>,3810,31,124.76,0.49,2296,1502,173000,52194,-117.022373,-116.677243,33.630631,33.426574
"5492","96135",2023-10-21,0,0,47.8221020993753,14,26,42.2225734460704,7.87779603137922,"PO Box","Vinton","Vinton, CA",<raw>,"Plumas County","CA",39.75,-120.23,"Pacific",6,<raw>,128,4,33.26,0,80,56,NA,NA,-120.249527,-120.141927,39.89328,39.707901
"5493","92025",2023-01-22,19,1,74.7466821825605,16,33,53.5847742332465,6.02951524100132,"Standard","Escondido","Escondido, CA",<raw>,"San Diego County","CA",33.09,-117.06,"Pacific",3,<raw>,49978,2268,22.04,0.45,15781,14902,404000,45983,-117.104917,-116.905723,33.136083,33.043089
"5494","92171",2023-03-19,14,0,53.87795256774,19,31,48.3735903966966,5.30793500753208,"PO Box","San Diego",NA,<raw>,"San Diego County","CA",NA,NA,NA,NA,<raw>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5495","90755",2023-02-26,16,1,54.639206371491,24,33,70.718522127425,4.66974169137327,"Standard","Signal Hill","Signal Hill, CA",<raw>,"Los Angeles County","CA",33.8,-118.17,"Pacific",1,<raw>,11074,5081,2.18,0,4404,4172,373400,71077,-118.184663,-118.149426,33.818916,33.789836
"5496","95684",2023-07-01,12,1,29.9142704223896,23,26,55.3645397911715,2.65576898932944,"Standard","Somerset","Somerset, CA",<raw>,"El Dorado County","CA",38.6,-120.6,"Pacific",18,<raw>,3422,24,145.4,0.06,1786,1437,247400,53148,-120.820947,-120.370936,38.724773,38.508146
"5497","91311",2023-11-15,15,1,45.4798006678732,23,34,41.5418849235941,1.09798208259603,"Standard","Chatsworth","Chatsworth, CA",<raw>,"Los Angeles County","CA",34.3,-118.6,"Pacific",5,<raw>,36557,1140,32.08,0.93,14021,13425,438500,78414,-118.670593,-118.540821,34.360692,34.222126
"5498","90265",2023-04-19,21,0,57.0565073329913,15,32,50.2302383902359,8.25635597951968,"Standard","Malibu","Malibu, CA",<raw>,"Los Angeles County","CA",34.1,-118.8,"Pacific",19,<raw>,18116,168,107.79,7.28,9033,7174,1000001,129750,-119.068335,-118.566901,34.148593,33.995507
"5499","92037",2023-09-06,12,1,32.2627545885037,15,29,52.4908290514754,4.21211719191207,"Standard","La Jolla","La Jolla, CA",<raw>,"San Diego County","CA",32.8,-117.2,"Pacific",7,<raw>,46781,3577,13.08,2.02,20162,17512,1000001,99367,-117.285013,-117.214032,32.939877,32.800212
"5500","94122",2023-01-02,9,1,65.4771558191045,16,24,75.8795854568123,5.33259315377478,"Standard","San Francisco","San Francisco, CA",<raw>,"San Francisco County","CA",37.76,-122.48,"Pacific",2,<raw>,56023,23699,2.36,0,23633,22162,774500,81768,-122.50987,-122.457536,37.766256,37.750968
"5501","93535",2023-07-15,10,0,55.1840767711143,24,24,54.7704864530364,2.93697410079395,"Standard","Lancaster","Lancaster, CA",<raw>,"Los Angeles County","CA",34.7,-117.9,"Pacific",18,<raw>,72046,279,257.9,0.09,22946,20672,118000,44399,-118.146383,-117.666873,34.823301,34.601886
"5502","95669",2023-12-03,15,1,67.8263267604722,21,36,51.2014773296128,4.16574616959429,"Standard","Plymouth","Plymouth, CA",<raw>,"Amador County","CA",38.5,-120.9,"Pacific",10,<raw>,2443,28,88.32,0.08,1182,997,332500,67770,-121.02771,-120.745867,38.562209,38.368723
"5503","95401",2023-09-17,18,0,42.2278067456325,27,42,52.7193118670915,4.62016242341367,"Standard","Santa Rosa","Santa Rosa, CA",<raw>,"Sonoma County","CA",38.45,-122.78,"Pacific",5,<raw>,36981,1793,20.62,0.02,14062,13254,321700,52830,-122.85224,-122.71119,38.485383,38.409319
